frame,source,multiplier,emission_strength,light_energy
482,pool_neon:MAT_Prop_NeonRed_pool_2,0.984936,4.821836,7.387020
483,pool_neon:MAT_Prop_NeonRed_pool_0,0.923642,3.232747,6.927315
483,pool_neon:MAT_Prop_NeonRed_pool_1,0.923642,4.607934,6.927315
483,pool_neon:MAT_Prop_NeonRed_pool_2,0.923642,4.521766,6.927315
484,pool_neon:MAT_Prop_NeonRed_pool_0,0.928451,3.249579,6.963382
484,pool_neon:MAT_Prop_NeonRed_pool_1,0.928451,4.631925,6.963382
484,pool_neon:MAT_Prop_NeonRed_pool_2,0.928451,4.545309,6.963382
485,pool_neon:MAT_Prop_NeonRed_pool_0,0.972181,3.402633,7.291358
485,pool_neon:MAT_Prop_NeonRed_pool_1,0.972181,4.850089,7.291358
485,pool_neon:MAT_Prop_NeonRed_pool_2,0.972181,4.759393,7.291358
486,pool_neon:MAT_Prop_NeonRed_pool_0,0.973464,3.407124,7.300980
486,pool_neon:MAT_Prop_NeonRed_pool_1,0.973464,4.856489,7.300980
486,pool_neon:MAT_Prop_NeonRed_pool_2,0.973464,4.765674,7.300980
487,pool_neon:MAT_Prop_NeonRed_pool_0,0.978712,3.425492,7.340340
487,pool_neon:MAT_Prop_NeonRed_pool_1,0.978712,4.882671,7.340340
487,pool_neon:MAT_Prop_NeonRed_pool_2,0.978712,4.791366,7.340340
488,pool_neon:MAT_Prop_NeonRed_pool_0,0.967600,3.386600,7.257000
488,pool_neon:MAT_Prop_NeonRed_pool_1,0.967600,4.827234,7.257000
488,pool_neon:MAT_Prop_NeonRed_pool_2,0.967600,4.736966,7.257000
489,pool_neon:MAT_Prop_NeonRed_pool_0,0.979756,3.429146,7.348170
489,pool_neon:MAT_Prop_NeonRed_pool_1,0.979756,4.887879,7.348170
489,pool_neon:MAT_Prop_NeonRed_pool_2,0.979756,4.796477,7.348170
490,pool_neon:MAT_Prop_NeonRed_pool_0,0.984164,3.444574,7.381230
490,pool_neon:MAT_Prop_NeonRed_pool_1,0.984164,4.909870,7.381230
490,pool_neon:MAT_Prop_NeonRed_pool_2,0.984164,4.818057,7.381230
491,pool_neon:MAT_Prop_NeonRed_pool_0,0.975034,3.412619,7.312755
491,pool_neon:MAT_Prop_NeonRed_pool_1,0.975034,4.864322,7.312755
491,pool_neon:MAT_Prop_NeonRed_pool_2,0.975034,4.773360,7.312755
492,pool_neon:MAT_Prop_NeonRed_pool_0,0.968486,3.389701,7.263645
492,pool_neon:MAT_Prop_NeonRed_pool_1,0.968486,4.831655,7.263645
492,pool_neon:MAT_Prop_NeonRed_pool_2,0.968486,4.741304,7.263645
493,pool_neon:MAT_Prop_NeonRed_pool_0,0.961893,3.366626,7.214198
493,pool_neon:MAT_Prop_NeonRed_pool_1,0.961893,4.798763,7.214198
493,pool_neon:MAT_Prop_NeonRed_pool_2,0.961893,4.709027,7.214198
494,pool_neon:MAT_Prop_NeonRed_pool_0,0.980935,3.433273,7.357012
494,pool_neon:MAT_Prop_NeonRed_pool_1,0.980935,4.893761,7.357012
494,pool_neon:MAT_Prop_NeonRed_pool_2,0.980935,4.802249,7.357012
495,pool_neon:MAT_Prop_NeonRed_pool_0,0.932302,3.263057,6.992265
495,pool_neon:MAT_Prop_NeonRed_pool_1,0.932302,4.651137,6.992265
495,pool_neon:MAT_Prop_NeonRed_pool_2,0.932302,4.564162,6.992265
496,pool_neon:MAT_Prop_NeonRed_pool_0,0.958052,3.353182,7.185390
496,pool_neon:MAT_Prop_NeonRed_pool_1,0.958052,4.779601,7.185390
496,pool_neon:MAT_Prop_NeonRed_pool_2,0.958052,4.690223,7.185390
497,pool_neon:MAT_Prop_NeonRed_pool_0,0.980423,3.431481,7.353173
497,pool_neon:MAT_Prop_NeonRed_pool_1,0.980423,4.891207,7.353173
497,pool_neon:MAT_Prop_NeonRed_pool_2,0.980423,4.799742,7.353173
498,pool_neon:MAT_Prop_NeonRed_pool_0,0.938167,3.283584,7.036252
498,pool_neon:MAT_Prop_NeonRed_pool_1,0.938167,4.680397,7.036252
498,pool_neon:MAT_Prop_NeonRed_pool_2,0.938167,4.592874,7.036252
499,pool_neon:MAT_Prop_NeonRed_pool_0,0.969327,3.392645,7.269953
499,pool_neon:MAT_Prop_NeonRed_pool_1,0.969327,4.835850,7.269953
499,pool_neon:MAT_Prop_NeonRed_pool_2,0.969327,4.745421,7.269953
500,pool_neon:MAT_Prop_NeonRed_pool_0,0.927827,3.247394,6.958702
500,pool_neon:MAT_Prop_NeonRed_pool_1,0.927827,4.628812,6.958702
500,pool_neon:MAT_Prop_NeonRed_pool_2,0.927827,4.542254,6.958702
501,pool_neon:MAT_Prop_NeonRed_pool_0,0.920366,3.221281,6.902745
501,pool_neon:MAT_Prop_NeonRed_pool_1,0.920366,4.591590,6.902745
501,pool_neon:MAT_Prop_NeonRed_pool_2,0.920366,4.505728,6.902745
502,pool_neon:MAT_Prop_NeonRed_pool_0,0.982641,3.439243,7.369808
502,pool_neon:MAT_Prop_NeonRed_pool_1,0.982641,4.902272,7.369808
502,pool_neon:MAT_Prop_NeonRed_pool_2,0.982641,4.810601,7.369808
503,pool_neon:MAT_Prop_NeonRed_pool_0,0.986364,3.452274,7.397730
503,pool_neon:MAT_Prop_NeonRed_pool_1,0.986364,4.920846,7.397730
503,pool_neon:MAT_Prop_NeonRed_pool_2,0.986364,4.828827,7.397730
504,pool_neon:MAT_Prop_NeonRed_pool_0,0.981298,3.434543,7.359735
504,pool_neon:MAT_Prop_NeonRed_pool_1,0.981298,4.895572,7.359735
504,pool_neon:MAT_Prop_NeonRed_pool_2,0.981298,4.804026,7.359735
505,pool_neon:MAT_Prop_NeonRed_pool_0,0.937164,3.280074,7.028730
505,pool_neon:MAT_Prop_NeonRed_pool_1,0.937164,4.675393,7.028730
505,pool_neon:MAT_Prop_NeonRed_pool_2,0.937164,4.587964,7.028730
506,pool_neon:MAT_Prop_NeonRed_pool_0,0.946925,3.314237,7.101938
506,pool_neon:MAT_Prop_NeonRed_pool_1,0.946925,4.724090,7.101938
506,pool_neon:MAT_Prop_NeonRed_pool_2,0.946925,4.635750,7.101938
507,pool_neon:MAT_Prop_NeonRed_pool_0,0.979544,3.428404,7.346580
507,pool_neon:MAT_Prop_NeonRed_pool_1,0.979544,4.886822,7.346580
507,pool_neon:MAT_Prop_NeonRed_pool_2,0.979544,4.795439,7.346580
508,pool_neon:MAT_Prop_NeonRed_pool_0,0.953569,3.337492,7.151768
508,pool_neon:MAT_Prop_NeonRed_pool_1,0.953569,4.757236,7.151768
508,pool_neon:MAT_Prop_NeonRed_pool_2,0.953569,4.668276,7.151768
509,pool_neon:MAT_Prop_NeonRed_pool_0,0.976161,3.416563,7.321207
509,pool_neon:MAT_Prop_NeonRed_pool_1,0.976161,4.869944,7.321207
509,pool_neon:MAT_Prop_NeonRed_pool_2,0.976161,4.778877,7.321207
510,pool_neon:MAT_Prop_NeonRed_pool_0,0.983056,3.440696,7.372920
510,pool_neon:MAT_Prop_NeonRed_pool_1,0.983056,4.904343,7.372920
510,pool_neon:MAT_Prop_NeonRed_pool_2,0.983056,4.812632,7.372920
511,pool_neon:MAT_Prop_NeonRed_pool_0,0.988499,3.459747,7.413742
511,pool_neon:MAT_Prop_NeonRed_pool_1,0.988499,4.931497,7.413742
511,pool_neon:MAT_Prop_NeonRed_pool_2,0.988499,4.839279,7.413742
512,pool_neon:MAT_Prop_NeonRed_pool_0,0.952932,3.335262,7.146990
512,pool_neon:MAT_Prop_NeonRed_pool_1,0.952932,4.754058,7.146990
512,pool_neon:MAT_Prop_NeonRed_pool_2,0.952932,4.665158,7.146990
513,pool_neon:MAT_Prop_NeonRed_pool_0,0.929525,3.253338,6.971438
513,pool_neon:MAT_Prop_NeonRed_pool_1,0.929525,4.637283,6.971438
513,pool_neon:MAT_Prop_NeonRed_pool_2,0.929525,4.550567,6.971438
514,pool_neon:MAT_Prop_NeonRed_pool_0,0.980860,3.433010,7.356450
514,pool_neon:MAT_Prop_NeonRed_pool_1,0.980860,4.893387,7.356450
514,pool_neon:MAT_Prop_NeonRed_pool_2,0.980860,4.801882,7.356450
515,pool_neon:MAT_Prop_NeonRed_pool_0,0.448109,1.568381,3.360818
515,pool_neon:MAT_Prop_NeonRed_pool_1,0.448109,2.235559,3.360818
515,pool_neon:MAT_Prop_NeonRed_pool_2,0.448109,2.193755,3.360818
516,pool_neon:MAT_Prop_NeonRed_pool_0,0.455100,1.592850,3.413250
516,pool_neon:MAT_Prop_NeonRed_pool_1,0.455100,2.270437,3.413250
516,pool_neon:MAT_Prop_NeonRed_pool_2,0.455100,2.227980,3.413250
517,pool_neon:MAT_Prop_NeonRed_pool_0,0.981390,3.434865,7.360425
517,pool_neon:MAT_Prop_NeonRed_pool_1,0.981390,4.896031,7.360425
517,pool_neon:MAT_Prop_NeonRed_pool_2,0.981390,4.804476,7.360425
518,pool_neon:MAT_Prop_NeonRed_pool_0,0.984098,3.444343,7.380735
518,pool_neon:MAT_Prop_NeonRed_pool_1,0.984098,4.909541,7.380735
518,pool_neon:MAT_Prop_NeonRed_pool_2,0.984098,4.817733,7.380735
519,pool_neon:MAT_Prop_NeonRed_pool_0,0.985212,3.448242,7.389090
519,pool_neon:MAT_Prop_NeonRed_pool_1,0.985212,4.915099,7.389090
519,pool_neon:MAT_Prop_NeonRed_pool_2,0.985212,4.823187,7.389090
520,pool_neon:MAT_Prop_NeonRed_pool_0,0.984194,3.444679,7.381455
520,pool_neon:MAT_Prop_NeonRed_pool_1,0.984194,4.910020,7.381455
520,pool_neon:MAT_Prop_NeonRed_pool_2,0.984194,4.818203,7.381455
521,pool_neon:MAT_Prop_NeonRed_pool_0,0.977532,3.421362,7.331490
521,pool_neon:MAT_Prop_NeonRed_pool_1,0.977532,4.876784,7.331490
521,pool_neon:MAT_Prop_NeonRed_pool_2,0.977532,4.785589,7.331490
522,pool_neon:MAT_Prop_NeonRed_pool_0,0.928409,3.249432,6.963068
522,pool_neon:MAT_Prop_NeonRed_pool_1,0.928409,4.631716,6.963068
522,pool_neon:MAT_Prop_NeonRed_pool_2,0.928409,4.545103,6.963068
523,pool_neon:MAT_Prop_NeonRed_pool_0,0.963587,3.372554,7.226902
523,pool_neon:MAT_Prop_NeonRed_pool_1,0.963587,4.807214,7.226902
523,pool_neon:MAT_Prop_NeonRed_pool_2,0.963587,4.717320,7.226902
524,pool_neon:MAT_Prop_NeonRed_pool_0,0.923845,3.233458,6.928838
524,pool_neon:MAT_Prop_NeonRed_pool_1,0.923845,4.608946,6.928838
524,pool_neon:MAT_Prop_NeonRed_pool_2,0.923845,4.522760,6.928838
525,pool_neon:MAT_Prop_NeonRed_pool_0,0.977822,3.422377,7.333665
525,pool_neon:MAT_Prop_NeonRed_pool_1,0.977822,4.878231,7.333665
525,pool_neon:MAT_Prop_NeonRed_pool_2,0.977822,4.787009,7.333665
526,pool_neon:MAT_Prop_NeonRed_pool_0,0.983840,3.443440,7.378800
526,pool_neon:MAT_Prop_NeonRed_pool_1,0.983840,4.908254,7.378800
526,pool_neon:MAT_Prop_NeonRed_pool_2,0.983840,4.816470,7.378800
527,pool_neon:MAT_Prop_NeonRed_pool_0,0.977714,3.421999,7.332855
527,pool_neon:MAT_Prop_NeonRed_pool_1,0.977714,4.877692,7.332855
527,pool_neon:MAT_Prop_NeonRed_pool_2,0.977714,4.786480,7.332855
528,pool_neon:MAT_Prop_NeonRed_pool_0,0.985750,3.450125,7.393125
528,pool_neon:MAT_Prop_NeonRed_pool_1,0.985750,4.917783,7.393125
528,pool_neon:MAT_Prop_NeonRed_pool_2,0.985750,4.825821,7.393125
529,pool_neon:MAT_Prop_NeonRed_pool_0,0.929421,3.252974,6.970658
529,pool_neon:MAT_Prop_NeonRed_pool_1,0.929421,4.636764,6.970658
529,pool_neon:MAT_Prop_NeonRed_pool_2,0.929421,4.550058,6.970658
530,pool_neon:MAT_Prop_NeonRed_pool_0,0.973446,3.407061,7.300845
530,pool_neon:MAT_Prop_NeonRed_pool_1,0.973446,4.856399,7.300845
530,pool_neon:MAT_Prop_NeonRed_pool_2,0.973446,4.765586,7.300845
531,pool_neon:MAT_Prop_NeonRed_pool_0,0.982265,3.437928,7.366988
531,pool_neon:MAT_Prop_NeonRed_pool_1,0.982265,4.900396,7.366988
531,pool_neon:MAT_Prop_NeonRed_pool_2,0.982265,4.808760,7.366988
532,pool_neon:MAT_Prop_NeonRed_pool_0,0.951319,3.329617,7.134893
532,pool_neon:MAT_Prop_NeonRed_pool_1,0.951319,4.746011,7.134893
532,pool_neon:MAT_Prop_NeonRed_pool_2,0.951319,4.657261,7.134893
533,pool_neon:MAT_Prop_NeonRed_pool_0,0.938100,3.283350,7.035750
533,pool_neon:MAT_Prop_NeonRed_pool_1,0.938100,4.680063,7.035750
533,pool_neon:MAT_Prop_NeonRed_pool_2,0.938100,4.592546,7.035750
534,pool_neon:MAT_Prop_NeonRed_pool_0,0.941624,3.295684,7.062180
534,pool_neon:MAT_Prop_NeonRed_pool_1,0.941624,4.697643,7.062180
534,pool_neon:MAT_Prop_NeonRed_pool_2,0.941624,4.609798,7.062180
535,pool_neon:MAT_Prop_NeonRed_pool_0,0.928088,3.248308,6.960660
535,pool_neon:MAT_Prop_NeonRed_pool_1,0.928088,4.630114,6.960660
535,pool_neon:MAT_Prop_NeonRed_pool_2,0.928088,4.543532,6.960660
536,pool_neon:MAT_Prop_NeonRed_pool_0,0.974909,3.412181,7.311818
536,pool_neon:MAT_Prop_NeonRed_pool_1,0.974909,4.863698,7.311818
536,pool_neon:MAT_Prop_NeonRed_pool_2,0.974909,4.772748,7.311818
537,pool_neon:MAT_Prop_NeonRed_pool_0,0.932442,3.263547,6.993315
537,pool_neon:MAT_Prop_NeonRed_pool_1,0.932442,4.651836,6.993315
537,pool_neon:MAT_Prop_NeonRed_pool_2,0.932442,4.564847,6.993315
538,pool_neon:MAT_Prop_NeonRed_pool_0,0.973169,3.406091,7.298767
538,pool_neon:MAT_Prop_NeonRed_pool_1,0.973169,4.855018,7.298767
538,pool_neon:MAT_Prop_NeonRed_pool_2,0.973169,4.764230,7.298767
539,pool_neon:MAT_Prop_NeonRed_pool_0,0.934787,3.271755,7.010903
539,pool_neon:MAT_Prop_NeonRed_pool_1,0.934787,4.663535,7.010903
539,pool_neon:MAT_Prop_NeonRed_pool_2,0.934787,4.576327,7.010903
540,pool_neon:MAT_Prop_NeonRed_pool_0,0.987087,3.454805,7.403153
540,pool_neon:MAT_Prop_NeonRed_pool_1,0.987087,4.924453,7.403153
540,pool_neon:MAT_Prop_NeonRed_pool_2,0.987087,4.832366,7.403153
541,pool_neon:MAT_Prop_NeonRed_pool_0,0.987285,3.455497,7.404637
541,pool_neon:MAT_Prop_NeonRed_pool_1,0.987285,4.925440,7.404637
541,pool_neon:MAT_Prop_NeonRed_pool_2,0.987285,4.833336,7.404637
542,pool_neon:MAT_Prop_NeonRed_pool_0,0.986847,3.453965,7.401352
542,pool_neon:MAT_Prop_NeonRed_pool_1,0.986847,4.923255,7.401352
542,pool_neon:MAT_Prop_NeonRed_pool_2,0.986847,4.831191,7.401352
543,pool_neon:MAT_Prop_NeonRed_pool_0,0.972945,3.405307,7.297087
543,pool_neon:MAT_Prop_NeonRed_pool_1,0.972945,4.853900,7.297087
543,pool_neon:MAT_Prop_NeonRed_pool_2,0.972945,4.763133,7.297087
544,pool_neon:MAT_Prop_NeonRed_pool_0,0.949085,3.321797,7.118137
544,pool_neon:MAT_Prop_NeonRed_pool_1,0.949085,4.734865,7.118137
544,pool_neon:MAT_Prop_NeonRed_pool_2,0.949085,4.646324,7.118137
545,pool_neon:MAT_Prop_NeonRed_pool_0,0.936280,3.276980,7.022100
545,pool_neon:MAT_Prop_NeonRed_pool_1,0.936280,4.670983,7.022100
545,pool_neon:MAT_Prop_NeonRed_pool_2,0.936280,4.583636,7.022100
546,pool_neon:MAT_Prop_NeonRed_pool_0,0.978896,3.426136,7.341720
546,pool_neon:MAT_Prop_NeonRed_pool_1,0.978896,4.883589,7.341720
546,pool_neon:MAT_Prop_NeonRed_pool_2,0.978896,4.792267,7.341720
547,pool_neon:MAT_Prop_NeonRed_pool_0,0.935289,3.273512,7.014667
547,pool_neon:MAT_Prop_NeonRed_pool_1,0.935289,4.666039,7.014667
547,pool_neon:MAT_Prop_NeonRed_pool_2,0.935289,4.578785,7.014667
548,pool_neon:MAT_Prop_NeonRed_pool_0,0.923746,3.233111,6.928095
548,pool_neon:MAT_Prop_NeonRed_pool_1,0.923746,4.608452,6.928095
548,pool_neon:MAT_Prop_NeonRed_pool_2,0.923746,4.522275,6.928095
549,pool_neon:MAT_Prop_NeonRed_pool_0,0.935451,3.274078,7.015883
549,pool_neon:MAT_Prop_NeonRed_pool_1,0.935451,4.666847,7.015883
549,pool_neon:MAT_Prop_NeonRed_pool_2,0.935451,4.579578,7.015883
550,pool_neon:MAT_Prop_NeonRed_pool_0,0.932480,3.263680,6.993600
550,pool_neon:MAT_Prop_NeonRed_pool_1,0.932480,4.652025,6.993600
550,pool_neon:MAT_Prop_NeonRed_pool_2,0.932480,4.565033,6.993600
551,pool_neon:MAT_Prop_NeonRed_pool_0,0.957360,3.350760,7.180200
551,pool_neon:MAT_Prop_NeonRed_pool_1,0.957360,4.776148,7.180200
551,pool_neon:MAT_Prop_NeonRed_pool_2,0.957360,4.686835,7.180200
552,pool_neon:MAT_Prop_NeonRed_pool_0,0.920541,3.221894,6.904058
552,pool_neon:MAT_Prop_NeonRed_pool_1,0.920541,4.592463,6.904058
552,pool_neon:MAT_Prop_NeonRed_pool_2,0.920541,4.506585,6.904058
553,pool_neon:MAT_Prop_NeonRed_pool_0,0.969531,3.393359,7.271483
553,pool_neon:MAT_Prop_NeonRed_pool_1,0.969531,4.836868,7.271483
553,pool_neon:MAT_Prop_NeonRed_pool_2,0.969531,4.746419,7.271483
554,pool_neon:MAT_Prop_NeonRed_pool_0,0.977792,3.422272,7.333440
554,pool_neon:MAT_Prop_NeonRed_pool_1,0.977792,4.878081,7.333440
554,pool_neon:MAT_Prop_NeonRed_pool_2,0.977792,4.786862,7.333440
555,pool_neon:MAT_Prop_NeonRed_pool_0,0.980582,3.432037,7.354365
555,pool_neon:MAT_Prop_NeonRed_pool_1,0.980582,4.892000,7.354365
555,pool_neon:MAT_Prop_NeonRed_pool_2,0.980582,4.800521,7.354365
556,pool_neon:MAT_Prop_NeonRed_pool_0,0.962270,3.367945,7.217025
556,pool_neon:MAT_Prop_NeonRed_pool_1,0.962270,4.800644,7.217025
556,pool_neon:MAT_Prop_NeonRed_pool_2,0.962270,4.710873,7.217025
557,pool_neon:MAT_Prop_NeonRed_pool_0,0.978177,3.423620,7.336327
557,pool_neon:MAT_Prop_NeonRed_pool_1,0.978177,4.880002,7.336327
557,pool_neon:MAT_Prop_NeonRed_pool_2,0.978177,4.788747,7.336327
558,pool_neon:MAT_Prop_NeonRed_pool_0,0.922667,3.229335,6.920002
558,pool_neon:MAT_Prop_NeonRed_pool_1,0.922667,4.603069,6.920002
558,pool_neon:MAT_Prop_NeonRed_pool_2,0.922667,4.516993,6.920002
559,pool_neon:MAT_Prop_NeonRed_pool_0,0.962892,3.370122,7.221690
559,pool_neon:MAT_Prop_NeonRed_pool_1,0.962892,4.803747,7.221690
559,pool_neon:MAT_Prop_NeonRed_pool_2,0.962892,4.713918,7.221690
560,pool_neon:MAT_Prop_NeonRed_pool_0,0.677685,2.371897,5.082637
560,pool_neon:MAT_Prop_NeonRed_pool_1,0.677685,3.380885,5.082637
560,pool_neon:MAT_Prop_NeonRed_pool_2,0.677685,3.317663,5.082637
561,pool_neon:MAT_Prop_NeonRed_pool_0,0.972106,3.402371,7.290795
561,pool_neon:MAT_Prop_NeonRed_pool_1,0.972106,4.849714,7.290795
561,pool_neon:MAT_Prop_NeonRed_pool_2,0.972106,4.759026,7.290795
562,pool_neon:MAT_Prop_NeonRed_pool_0,0.957233,3.350315,7.179247
562,pool_neon:MAT_Prop_NeonRed_pool_1,0.957233,4.775515,7.179247
562,pool_neon:MAT_Prop_NeonRed_pool_2,0.957233,4.686214,7.179247
563,pool_neon:MAT_Prop_NeonRed_pool_0,0.983141,3.440994,7.373558
563,pool_neon:MAT_Prop_NeonRed_pool_1,0.983141,4.904767,7.373558
563,pool_neon:MAT_Prop_NeonRed_pool_2,0.983141,4.813048,7.373558
564,pool_neon:MAT_Prop_NeonRed_pool_0,0.968599,3.390096,7.264493
564,pool_neon:MAT_Prop_NeonRed_pool_1,0.968599,4.832218,7.264493
564,pool_neon:MAT_Prop_NeonRed_pool_2,0.968599,4.741857,7.264493
565,pool_neon:MAT_Prop_NeonRed_pool_0,0.962155,3.367542,7.216163
565,pool_neon:MAT_Prop_NeonRed_pool_1,0.962155,4.800070,7.216163
565,pool_neon:MAT_Prop_NeonRed_pool_2,0.962155,4.710310,7.216163
566,pool_neon:MAT_Prop_NeonRed_pool_0,0.987957,3.457850,7.409677
566,pool_neon:MAT_Prop_NeonRed_pool_1,0.987957,4.928793,7.409677
566,pool_neon:MAT_Prop_NeonRed_pool_2,0.987957,4.836625,7.409677
567,pool_neon:MAT_Prop_NeonRed_pool_0,0.984127,3.444444,7.380952
567,pool_neon:MAT_Prop_NeonRed_pool_1,0.984127,4.909686,7.380952
567,pool_neon:MAT_Prop_NeonRed_pool_2,0.984127,4.817875,7.380952
568,pool_neon:MAT_Prop_NeonRed_pool_0,0.655458,2.294103,4.915935
568,pool_neon:MAT_Prop_NeonRed_pool_1,0.655458,3.269997,4.915935
568,pool_neon:MAT_Prop_NeonRed_pool_2,0.655458,3.208849,4.915935
569,pool_neon:MAT_Prop_NeonRed_pool_0,0.945715,3.310002,7.092862
569,pool_neon:MAT_Prop_NeonRed_pool_1,0.945715,4.718053,7.092862
569,pool_neon:MAT_Prop_NeonRed_pool_2,0.945715,4.629826,7.092862
570,pool_neon:MAT_Prop_NeonRed_pool_0,0.980341,3.431194,7.352558
570,pool_neon:MAT_Prop_NeonRed_pool_1,0.980341,4.890798,7.352558
570,pool_neon:MAT_Prop_NeonRed_pool_2,0.980341,4.799341,7.352558
571,pool_neon:MAT_Prop_NeonRed_pool_0,0.981666,3.435831,7.362495
571,pool_neon:MAT_Prop_NeonRed_pool_1,0.981666,4.897408,7.362495
571,pool_neon:MAT_Prop_NeonRed_pool_2,0.981666,4.805827,7.362495
572,pool_neon:MAT_Prop_NeonRed_pool_0,0.982679,3.439376,7.370093
572,pool_neon:MAT_Prop_NeonRed_pool_1,0.982679,4.902462,7.370093
572,pool_neon:MAT_Prop_NeonRed_pool_2,0.982679,4.810787,7.370093
573,pool_neon:MAT_Prop_NeonRed_pool_0,0.980882,3.433087,7.356615
573,pool_neon:MAT_Prop_NeonRed_pool_1,0.980882,4.893497,7.356615
573,pool_neon:MAT_Prop_NeonRed_pool_2,0.980882,4.801989,7.356615
574,pool_neon:MAT_Prop_NeonRed_pool_0,0.987315,3.455603,7.404863
574,pool_neon:MAT_Prop_NeonRed_pool_1,0.987315,4.925590,7.404863
574,pool_neon:MAT_Prop_NeonRed_pool_2,0.987315,4.833483,7.404863
575,pool_neon:MAT_Prop_NeonRed_pool_0,0.984283,3.444991,7.382123
575,pool_neon:MAT_Prop_NeonRed_pool_1,0.984283,4.910464,7.382123
575,pool_neon:MAT_Prop_NeonRed_pool_2,0.984283,4.818639,7.382123
576,pool_neon:MAT_Prop_NeonRed_pool_0,0.985721,3.450023,7.392907
576,pool_neon:MAT_Prop_NeonRed_pool_1,0.985721,4.917638,7.392907
576,pool_neon:MAT_Prop_NeonRed_pool_2,0.985721,4.825679,7.392907
577,pool_neon:MAT_Prop_NeonRed_pool_0,0.978998,3.426493,7.342485
577,pool_neon:MAT_Prop_NeonRed_pool_1,0.978998,4.884098,7.342485
577,pool_neon:MAT_Prop_NeonRed_pool_2,0.978998,4.792766,7.342485
578,pool_neon:MAT_Prop_NeonRed_pool_0,0.978259,3.423907,7.336943
578,pool_neon:MAT_Prop_NeonRed_pool_1,0.978259,4.880411,7.336943
578,pool_neon:MAT_Prop_NeonRed_pool_2,0.978259,4.789148,7.336943
579,pool_neon:MAT_Prop_NeonRed_pool_0,0.977514,3.421299,7.331355
579,pool_neon:MAT_Prop_NeonRed_pool_1,0.977514,4.876694,7.331355
579,pool_neon:MAT_Prop_NeonRed_pool_2,0.977514,4.785501,7.331355
580,pool_neon:MAT_Prop_NeonRed_pool_0,0.963114,3.370899,7.223355
580,pool_neon:MAT_Prop_NeonRed_pool_1,0.963114,4.804854,7.223355
580,pool_neon:MAT_Prop_NeonRed_pool_2,0.963114,4.715005,7.223355
581,pool_neon:MAT_Prop_NeonRed_pool_0,0.965983,3.380941,7.244873
581,pool_neon:MAT_Prop_NeonRed_pool_1,0.965983,4.819167,7.244873
581,pool_neon:MAT_Prop_NeonRed_pool_2,0.965983,4.729050,7.244873
582,pool_neon:MAT_Prop_NeonRed_pool_0,0.975190,3.413165,7.313925
582,pool_neon:MAT_Prop_NeonRed_pool_1,0.975190,4.865100,7.313925
582,pool_neon:MAT_Prop_NeonRed_pool_2,0.975190,4.774124,7.313925
583,pool_neon:MAT_Prop_NeonRed_pool_0,0.978820,3.425870,7.341150
583,pool_neon:MAT_Prop_NeonRed_pool_1,0.978820,4.883210,7.341150
583,pool_neon:MAT_Prop_NeonRed_pool_2,0.978820,4.791895,7.341150
584,pool_neon:MAT_Prop_NeonRed_pool_0,0.925768,3.240188,6.943260
584,pool_neon:MAT_Prop_NeonRed_pool_1,0.925768,4.618540,6.943260
584,pool_neon:MAT_Prop_NeonRed_pool_2,0.925768,4.532174,6.943260
585,pool_neon:MAT_Prop_NeonRed_pool_0,0.972657,3.404300,7.294928
585,pool_neon:MAT_Prop_NeonRed_pool_1,0.972657,4.852463,7.294928
585,pool_neon:MAT_Prop_NeonRed_pool_2,0.972657,4.761723,7.294928
586,pool_neon:MAT_Prop_NeonRed_pool_0,0.692240,2.422840,5.191800
586,pool_neon:MAT_Prop_NeonRed_pool_1,0.692240,3.453498,5.191800
586,pool_neon:MAT_Prop_NeonRed_pool_2,0.692240,3.388918,5.191800
587,pool_neon:MAT_Prop_NeonRed_pool_0,0.980791,3.432768,7.355932
587,pool_neon:MAT_Prop_NeonRed_pool_1,0.980791,4.893043,7.355932
587,pool_neon:MAT_Prop_NeonRed_pool_2,0.980791,4.801544,7.355932
588,pool_neon:MAT_Prop_NeonRed_pool_0,0.985503,3.449261,7.391273
588,pool_neon:MAT_Prop_NeonRed_pool_1,0.985503,4.916550,7.391273
588,pool_neon:MAT_Prop_NeonRed_pool_2,0.985503,4.824612,7.391273
589,pool_neon:MAT_Prop_NeonRed_pool_0,0.986743,3.453601,7.400572
589,pool_neon:MAT_Prop_NeonRed_pool_1,0.986743,4.922736,7.400572
589,pool_neon:MAT_Prop_NeonRed_pool_2,0.986743,4.830682,7.400572
590,pool_neon:MAT_Prop_NeonRed_pool_0,0.962201,3.367703,7.216507
590,pool_neon:MAT_Prop_NeonRed_pool_1,0.962201,4.800300,7.216507
590,pool_neon:MAT_Prop_NeonRed_pool_2,0.962201,4.710535,7.216507
591,pool_neon:MAT_Prop_NeonRed_pool_0,0.924058,3.234203,6.930435
591,pool_neon:MAT_Prop_NeonRed_pool_1,0.924058,4.610009,6.930435
591,pool_neon:MAT_Prop_NeonRed_pool_2,0.924058,4.523803,6.930435
592,pool_neon:MAT_Prop_NeonRed_pool_0,0.974877,3.412069,7.311578
592,pool_neon:MAT_Prop_NeonRed_pool_1,0.974877,4.863539,7.311578
592,pool_neon:MAT_Prop_NeonRed_pool_2,0.974877,4.772591,7.311578
593,pool_neon:MAT_Prop_NeonRed_pool_0,0.985172,3.448102,7.388790
